evento_nombre,evento_url,evento_descripcion,evento_lugar,municipio_nombre,evento_organizador,evento_fecha_inicio,evento_fecha_fin
Décima Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/decima-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Décima jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2025-12-06 09:00:00,2025-12-06 14:00:00
Quinta Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/quinta-jornada-de-balonmano-de-los-xxxix-juegos-cabildo-2/,"Quinta jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla, con la participación de las categorías alevín, infantil y cadete.",Tenerife,,Cabildo de Tenerife,2025-12-06 09:00:00,2025-12-06 13:00:00
Primera Jornada de Baloncesto de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-baloncesto-de-los-xxxix-juegos-cabildo/,"Primera jornada de Baloncesto de los XXXIX Juegos Cabildo correspondiente a la Zona Sur, que se celebrará en el Pabellón Polideportivo del Valle de San Lorenzo, en Arona, con la participación de las categorías prebenjamines, benjamines y alevines.",Pabellón Polideportivo de Valle de San Lorenzo,Arona,Cabildo de Tenerife,2025-12-06 09:00:00,2025-12-06 14:00:00
Tenerife Urbano 2025 en La Orotava,https://www.deportestenerife.es/evento/tenerife-urbano-2025-en-la-orotava/,"Tercer encuentro Tenerife Urbano de la edición 2025, una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de San Cristóbal de La Laguna, Santa Cruz de Tenerife, La Orotava y Arona, y la Universidad de La Laguna, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y basket 3X3.",Skate Park La Orotava,La Orotava,Cabildo de Tenerife,2025-12-06 10:00:00,2025-12-06 14:00:00
Segunda jornada de Cicloturismo BTT de los VIII Juegos Máster,https://www.deportestenerife.es/evento/segunda-jornada-de-cicloturismo-btt-de-los-viii-juegos-master/,"Segunda jornada de cicloturismo BTT de los VIII Juegos Máster que se celebrará en el municipio de El Tanque, con una ruta circular desde San José de Los Llanos hasta Chinyero.",El Tanque,El Tanque,Cabildo de Tenerife,2025-11-23 10:00:00,2025-11-23 14:00:00
Segunda Jornada de Frontenis de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-frontenis-de-los-xxxix-juegos-cabildo/,"Recuperación de la segunda jornada de Frontenis de los XXXIX Juegos Cabildo, en el Real Club Náutico de Tenerife, con los encuentros de paleta goma infantil y cadete.",Real Club Náutico de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife,2025-11-28 17:00:00,2025-11-28 20:00:00
Tenerife Urbano 2025 en La Laguna,https://www.deportestenerife.es/evento/tenerife-urbano-2025-en-la-laguna/,"Primer encuentro Tenerife Urbano de la edición 2025, una iniciativa del Área de Deportes del Cabildo Insular de Tenerife, en colaboración con los ayuntamientos de San Cristóbal de La Laguna, Santa Cruz de Tenerife, La Orotava y Arona, y la Universidad de La Laguna, que engloba diferentes disciplinas deportivas de ámbito urbano: skate, calistenia, parkour, bmx, danzas urbanas y basket 3X3.",Parque Las Mantecas,La Laguna,Cabildo de Tenerife,2025-11-28 17:00:00,2025-11-28 21:00:00
Novena Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/novena-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Novena jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2025-11-29 09:00:00,2025-11-29 14:00:00
Segunda Jornada de Judo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-judo-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Judo de los XXXIX Juegos Cabildo, con la participación de las categorías benjamines y cadetes masculinas y femeninas, en el Pabellón Municipal Tasagaya de Güímar.",Pabellón Municipal de Deportes Tasagaya Quique Ruiz,Güímar,Cabildo de Tenerife,2025-11-29 09:00:00,2025-11-29 14:00:00
Cuarta Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-jornada-de-balonmano-de-los-xxxix-juegos-cabildo/,"Cuarta jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla, con la participación de las categorías alevín, infantil y cadete.",Tenerife,,Cabildo de Tenerife,2025-11-29 09:00:00,2025-11-29 13:00:00
Jornada Final de Campo a Través de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-campo-a-traves-de-los-xxxix-juegos-cabildo/,Tercera y última jornada de Campo a Través de los XXXIX Juegos Cabildo en el circuito del Campo de Golf de San Miguel de Abona.,Golf del Sur,San Miguel de Abona,Cabildo de Tenerife,2025-11-29 10:00:00,2025-11-29 13:00:00
Tercera jornada de Rugby de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-rugby-de-los-xxxix-juegos-cabildo/,"Tercera jornada de Rugby de los XXXIX Juegos Cabildo, en un campo aún por determinar.",Por determinar,,Cabildo de Tenerife,2025-11-29 10:00:00,2025-11-29 14:00:00
Primera Jornada de Ciclismo en Carretera de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-ciclismo-en-carretera-de-los-xxxix-juegos-cabildo/,"Primera jornada de Ciclismo en Carretera de los XXXIX Juegos Cabildo en Adeje, coincidiendo con la celebración del Desafío Iberostar Tenerife Bike Experience.",Jardines del Duque,Adeje,Cabildo de Tenerife,2025-11-16 10:00:00,2025-11-16 13:00:00
Tercera jornada de Bola Canaria de los VIII Juegos Máster,https://www.deportestenerife.es/evento/tercera-jornada-de-bola-canaria-de-los-viii-juegos-master/,"Tercera jornada de bola canaria de los VIII Juegos Máster que se celebrará en el Club de Bola Canaria y Petanca UD Socorro, en Güímar.",Club de Bola Canaria y Petanca UD Socorro,Güímar,Cabildo de Tenerife,2025-11-22 09:00:00,2025-11-22 14:00:00
Octava Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/octava-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Octava jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2025-11-22 09:00:00,2025-11-22 14:00:00
Tercera Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-balonmano-de-los-xxxix-juegos-cabildo/,Tercera jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla.,Tenerife,,Cabildo de Tenerife,2025-11-22 09:00:00,2025-11-22 13:00:00
Segunda jornada de Rugby de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-rugby-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Rugby de los XXXIX Juegos Cabildo, en el campo del Tenerife Top Training de Adeje, con la participación de todas las categorías y el Club de Rugby Ñandú como equipo anfitrión.",Tenerife Top Training,Adeje,Cabildo de Tenerife,2025-11-22 09:30:00,2025-11-22 14:00:00
Segunda jornada de Atletismo de los VIII Juegos Máster,https://www.deportestenerife.es/evento/segunda-jornada-de-atletismo-de-los-viii-juegos-master/,Segunda jornada de atletismo de los VIII Juegos Máster que se celebrará en el Estadio Iván Rodríguez Ramallo de Los Realejos.,Estadio Iván Rodríguez Ramallo,Los Realejos,Cabildo de Tenerife,2025-11-22 10:00:00,2025-11-22 14:00:00
Segunda Jornada de Lucha Canaria de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-lucha-canaria-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Lucha Canaria de los XXXIX Juegos Cabildo, Zona Norte y Zona Sur, en diferentes terreros de la Isla.",Tenerife,,Cabildo de Tenerife,2025-11-22 10:00:00,2025-11-22 14:00:00
Segunda Jornada de Judo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-judo-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Judo de los XXXIX Juegos Cabildo, con la participación de las categorías benjamines y alevines masculinas y femeninas, en una sede por determinar.",Por determinar,,Cabildo de Tenerife,2025-11-29 09:00:00,2025-11-29 14:00:00
Novena jornada de Senderismo de los VIII Juegos Máster,https://www.deportestenerife.es/evento/novena-jornada-de-senderismo-de-los-viii-juegos-master/,"Novena jornada de senderismo de los VIII Juegos Máster, con una ruta denominada ‘Nubes ardientes’ en el Parque Nacional del Teide.",Parque Nacional del Teide,,Cabildo de Tenerife,2025-11-09 08:00:00,2025-11-09 17:00:00
Primera Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-balonmano-de-los-xxxix-juegos-cabildo-2/,"Primera jornada de Balonmano de los XXXIX Juegos Cabildo con los encuentros correspondientes a la categoría benjamín, en el Pabellón Municipal Celestino Hernández de La Orotava.",Pabellón Municipal Celestino Hernández,La Orotava,Cabildo de Tenerife,2025-11-09 09:00:00,2025-11-09 12:00:00
Segunda jornada de Carrera de Obstáculos de los VIII Juegos Máster,https://www.deportestenerife.es/evento/segunda-jornada-de-carrera-de-obstaculos-de-los-viii-juegos-master/,Segunda jornada de iniciación a la Carrera de Obstáculos de los VIII Juegos Máster que tendrá lugar en el circuito OCR Mencey de Los Realejos.,Circuito OCR Mencey Los Realejos,Los Realejos,Cabildo de Tenerife,2025-11-09 10:30:00,2025-11-09 14:00:00
Segunda jornada de Bola Canaria de los VIII Juegos Máster,https://www.deportestenerife.es/evento/segunda-jornada-de-bola-canaria-de-los-viii-juegos-master/,"Segunda jornada de bola canaria de los VIII Juegos Máster que se celebrará en el Club de Bola Canaria y Petanca Tabajoste, en Los Baldíos, La Laguna.",Club de Bola Canaria y Petanca Tabajoste,La Laguna,Cabildo de Tenerife,2025-11-15 09:00:00,2025-11-15 14:00:00
Séptima Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/septima-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Séptima jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2025-11-15 09:00:00,2025-11-15 14:00:00
Segunda Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-balonmano-de-los-xxxix-juegos-cabildo/,Segunda jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla.,Tenerife,,Cabildo de Tenerife,2025-11-15 09:00:00,2025-11-15 13:00:00
Primera jornada de Atletismo de los VIII Juegos Máster,https://www.deportestenerife.es/evento/primera-jornada-de-atletismo-de-los-viii-juegos-master/,Primera jornada de atletismo de los VIII Juegos Máster que se celebrará en el Estadio Municipal Francisco Peraza de La Laguna.,Estadio Municipal Francisco Peraza,La Laguna,Cabildo de Tenerife,2025-11-15 10:00:00,2025-11-15 14:00:00
Segunda Jornada de Campo a Través de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-campo-a-traves-de-los-xxxix-juegos-cabildo/,Segunda jornada de Campo a Través de los XXXIX Juegos Cabildo en el circuito del Barranco San Felipe en Puerto de la Cruz.,Explanada junto al Barranco de San Felipe,Puerto de la Cruz,Cabildo de Tenerife,2025-11-15 10:00:00,2025-11-15 13:00:00
Primera Jornada de Lucha Canaria de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-lucha-canaria-de-los-xxxix-juegos-cabildo/,"Primera jornada de Lucha Canaria de los XXXIX Juegos Cabildo, Zona Norte y Zona Sur, en diferentes terreros de la Isla.",Tenerife,,Cabildo de Tenerife,2025-11-15 10:00:00,2025-11-15 14:00:00
Segunda Jornada de Frontenis de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-frontenis-de-los-xxxix-juegos-cabildo-2/,"Segunda jornada de Frontenis de los XXXIX Juegos Cabildo, en los frontones del Círculo de Amistad XII de Enero, en Barranco Hondo (Candelaria) y el Real Club Náutico de Tenerife, en Santa Cruz de Tenerife.",Círculo de la Amistad XII de Enero y Real Club Náutico de Tenerife,,Cabildo de Tenerife,2025-11-15 17:00:00,2025-11-15 20:00:00
Segunda jornada de Rugby de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-rugby-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Rugby de los XXXIX Juegos Cabildo, en el campo del Tenerife Top Training de Adeje, con la participación de todas las categorías y el Club de Rugby Ñandú como equipo anfitrión.",Tenerife Top Training,Adeje,Cabildo de Tenerife,2025-11-22 10:00:00,2025-11-22 14:00:00
Segunda Jornada de Lucha Canaria de los XXXVIII Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-lucha-canaria-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Lucha Canaria de los XXXIX Juegos Cabildo, Zona Norte y Zona Sur, en diferentes terreros de la Isla.",Tenerife,,Cabildo de Tenerife,2025-11-22 10:00:00,2025-11-22 14:00:00
Primera jornada de Bola Canaria de los VIII Juegos Máster,https://www.deportestenerife.es/evento/primera-jornada-de-bola-canaria-de-los-viii-juegos-master/,"Primera jornada de bola canaria de los VIII Juegos Máster que se celebrará en el Club de Bola Canaria y Petanca Amigos del Chivo, en El Tablero, Santa Cruz de Tenerife.",Club de Bola Canaria y Petanca Amigos del Chivo,Santa Cruz de Tenerife,Cabildo de Tenerife,2025-11-08 09:00:00,2025-11-08 14:00:00
Sexta Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Sexta jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2025-11-08 09:00:00,2025-11-08 14:00:00
Primera Jornada de Judo de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-judo-de-los-xxxix-juegos-cabildo/,"Primera jornada de Judo de los XXXIX Juegos Cabildo, con la participación de las categorías infantiles y cadetes masculinas y femeninas, en el Pabellón Municipal El Viso, en el municipio de Arico.",Pabellón Municipal El Viso,Arico,Cabildo de Tenerife,2025-11-08 09:00:00,2025-11-08 14:00:00
Primera Jornada de Balonmano de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-balonmano-de-los-xxxix-juegos-cabildo/,Primera jornada de Balonmano de los XXXIX Juegos Cabildo que se disputa simultáneamente en diferentes pabellones de la Isla.,Tenerife,,Cabildo de Tenerife,2025-11-08 09:00:00,2025-11-08 13:00:00
Tercera jornada de Bádminton de los VIII Juegos Máster,https://www.deportestenerife.es/evento/tercera-jornada-de-badminton-de-los-viii-juegos-master/,"Tercera jornada de bádminton de los VIII Juegos Máster que se celebra en el Polideportivo de La Esperanza, en El Rosario.",Pabellón Municipal de La Esperanza,El Rosario,Cabildo de Tenerife,2025-11-08 10:00:00,2025-11-08 14:00:00
Segunda Jornada de Frontenis de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-frontenis-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Frontenis de los XXXIX Juegos Cabildo, en el Real Club Náutico de Tenerife, con los encuentros de paleta goma.",Real Club Náutico de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife,2025-11-13 17:00:00,2025-11-13 20:00:00
Segunda jornada de Rugby de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-rugby-de-los-xxxix-juegos-cabildo/,"Segunda jornada de Rugby de los XXXIX Juegos Cabildo, en el campo del Tenerife Top Training de Adeje, con la participación de todas las categorías y el Club de Rugby Ñandú como equipo anfitrión.",Tenerife Top Training,Adeje,Cabildo de Tenerife,2025-11-15 10:00:00,2025-11-15 14:00:00
Octava jornada de Senderismo de los VIII Juegos Máster,https://www.deportestenerife.es/evento/octava-jornada-de-senderismo-de-los-viii-juegos-master/,"Octava jornada de senderismo de los VIII Juegos Máster, con una ruta denominada ‘Bajo los dominios del marqués’ entre La Laguna y Bajamar.",La Laguna,,Cabildo de Tenerife,2025-10-26 08:00:00,2025-10-26 17:00:00
Quinta Jornada de Voleibol de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/quinta-jornada-de-voleibol-de-los-xxxix-juegos-cabildo/,"Quinta jornada de Voleibol de los XXXIX Juegos Cabildo, que se disputará en diferentes pabellones de la Isla de forma simultánea.",Tenerife,,Cabildo de Tenerife,2025-11-01 09:00:00,2025-11-01 14:00:00
Primera jornada de Atletismo de los VIII Juegos Máster,https://www.deportestenerife.es/evento/primera-jornada-de-atletismo-de-los-viii-juegos-master/,"Primera jornada de atletismo de los VIII Juegos Máster que se celebrará en el Centro de Atletismo de Tenerife (CIAT) de Tíncer, en Santa Cruz de Tenerife.",Centro de Atletismo de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife,2025-11-15 10:00:00,2025-11-15 14:00:00
Tercera jornada de Paddle Surf y Kayak de los VIII Juegos Máster,https://www.deportestenerife.es/evento/tercera-jornada-de-paddle-surf-y-kayak-de-los-viii-juegos-master/,"Tercera jornada de paddle surf y kayak de los VIII Juegos Máster que se celebra en la playa de Las Teresitas, en Santa Cruz de Tenerife.",Playa de Las Teresitas,Santa Cruz de Tenerife,Cabildo de Tenerife,2025-10-19 10:00:00,2025-10-19 14:00:00
Segunda Jornada de Ajedrez de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/segunda-jornada-de-ajedrez-de-los-xxxix-juegos-cabildo-2/,Rondas 5 a 8 = Categoría Infantil,Centro Sociocultural Fuente El Lomo,La Matanza de Acentejo,Cabildo de Tenerife,2025-10-19 10:00:00,2025-10-19 14:00:00
Primera Jornada de Frontenis de los XXXIX Juegos Cabildo,https://www.deportestenerife.es/evento/primera-jornada-de-frontenis-de-los-xxxix-juegos-cabildo/,"Primera jornada de Frontenis de los XXXIX Juegos Cabildo, en el Círculo de Amistad XII de Enero, con los encuentros de infantil y cadete.",Círculo de la Amistad XII de Enero,Candelaria,Cabildo de Tenerife,2025-10-23 17:00:00,2025-10-23 20:00:00
